Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote,
PKBK,"Parke Bancorp, Inc.",24.3,214492260.6,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/pkbk,
PRKR,"ParkerVision, Inc.",0.51,12322760.25,n/a,1993,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/prkr,
PKOH,Park-Ohio Holdings Corp.,39.65,495165575.45,n/a,n/a,Capital Goods,Industrial Specialties,https://www.nasdaq.com/symbol/pkoh,
PTNR,Partner Communications Company Ltd.,3.64,19681145.12,5406908,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/ptnr,
PBHC,"Pathfinder Bancorp, Inc.",15.9232,68502975.7952,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/pbhc,
PATK,"Patrick Industries, Inc.",59.75,1480360204.25,n/a,n/a,Basic Industries,Forest Products,https://www.nasdaq.com/symbol/patk,
PNBK,Patriot National Bancorp Inc.,19.75,77101590.5,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/pnbk,
PATI,"Patriot Transportation Holding, Inc.",22.49,74726735.85,n/a,n/a,Transportation,Trucking Freight/Courier Services,https://www.nasdaq.com/symbol/pati,
PEGI,Pattern Energy Group Inc.,19.04,1871149697.76,n/a,2013,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/pegi,
PDCO,"Patterson Companies, Inc.",24.62,2329889080,n/a,1992,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/pdco,
PTEN,"Patterson-UTI Energy, Inc.",18.06,4005838411.26,n/a,1993,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/pten,
PAVM,PAVmed Inc.,0.985,26112009.19,n/a,2016,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/pavm,
PAVMW,PAVmed Inc.,0.4,0,n/a,2016,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/pavmw,
PAVMZ,PAVmed Inc.,0.34,0,n/a,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/pavmz,
PAYX,"Paychex, Inc.",70.22,25228316340.96,n/a,1983,Consumer Services,Diversified Commercial Services,https://www.nasdaq.com/symbol/payx,
PCTY,Paylocity Holding Corporation,61.9,3259228004.2,n/a,2014,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/pcty,
PYDS,"Payment Data Systems, Inc.",1.69,27378000,n/a,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/pyds,
PYPL,"PayPal Holdings, Inc.",85.12,101070366544,n/a,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/pypl,
PBBI,"PB Bancorp, Inc.",11.7,89405585.1,n/a,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/pbbi,
CNXN,"PC Connection, Inc.",33.47,893090820.81,n/a,n/a,Consumer Services,Catalog/Specialty Distribution,https://www.nasdaq.com/symbol/cnxn,
PCMI,"PCM, Inc.",15.85,187630508.95,n/a,n/a,Consumer Services,Catalog/Specialty Distribution,https://www.nasdaq.com/symbol/pcmi,
PCSB,PCSB Financial Corporation,20.22,367298524.2,n/a,2017,Finance,Banks,https://www.nasdaq.com/symbol/pcsb,
PCTI,"PC-Tel, Inc.",6.46,117950833.78,n/a,1999,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/pcti,
PDCE,"PDC Energy, Inc.",61.57,4067674753.92,n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/pdce,
PDFS,"PDF Solutions, Inc.",12.24,391384440.72,n/a,2001,Technology,EDP Services,https://www.nasdaq.com/symbol/pdfs,
PDLI,"PDL BioPharma, Inc.",2.37,359388354.72,n/a,1992,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/pdli,
PDLB,PDL Community Bancorp,16.09,297070120.52,n/a,2017,Finance,Savings Institutions,https://www.nasdaq.com/symbol/pdlb,
PDVW,"pdvWireless, Inc.",26.1,378361703.7,n/a,2015,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/pdvw,
SKIS,"Peak Resorts, Inc.",5,69912000,n/a,2014,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/skis,
PGC,Peapack-Gladstone Financial Corporation,35.94,680125469.16,n/a,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/pgc,
PEGA,Pegasystems Inc.,56.45,4435604079.35,n/a,1996,Technology,EDP Services,https://www.nasdaq.com/symbol/pega,
PENN,"Penn National Gaming, Inc.",34.61,3179251515.13,n/a,1994,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/penn,
PVAC,Penn Virginia Corporation,83.21,1253016120.8,n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/pvac,
PFLT,PennantPark Floating Rate Capital Ltd.,13.72,531952855.28,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/pflt,
PNNT,PennantPark Investment Corporation,7.1,504531935.6,n/a,2007,n/a,n/a,https://www.nasdaq.com/symbol/pnnt,
PWOD,"Penns Woods Bancorp, Inc.",44.6,209171101,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/pwod,
WRLS,Pensare Acquisition Corp.,9.89,383855625,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/wrls,
WRLSR,Pensare Acquisition Corp.,0.41,0,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/wrlsr,
WRLSU,Pensare Acquisition Corp.,10.5,0,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/wrlsu,
WRLSW,Pensare Acquisition Corp.,0.6,0,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/wrlsw,
PEBO,Peoples Bancorp Inc.,38.92,759916930.92,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/pebo,
PEBK,"Peoples Bancorp of North Carolina, Inc.",32.25,193347006,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/pebk,
PFIS,Peoples Financial Services Corp. ,50,369825250,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/pfis,
PBCT,"People&#39;s United Financial, Inc.",18.55,6453130129.25,n/a,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/pbct,
PBCTP,"People&#39;s United Financial, Inc.",25.59,0,n/a,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/pbctp,
PUB,People&#39,s Utah Bancorp,38.4,717293260.8,n/a,2015,Finance,Major Banks,https://www.nasdaq.com/symbol/pub
PEP,"Pepsico, Inc.",108.37,153652273155.56,n/a,n/a,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/pep,
PRCP,"Perceptron, Inc.",10.11,96571377.15,n/a,1992,Capital Goods,Electronic Components,https://www.nasdaq.com/symbol/prcp,
PRFT,"Perficient, Inc.",27.02,947259189.1,n/a,1999,Technology,EDP Services,https://www.nasdaq.com/symbol/prft,
PFMT,Performant Financial Corporation,2.15,110750124.9,n/a,2012,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/pfmt,
PERI,Perion Network Ltd,1.19,92284582.11,n/a,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/peri,
PESI,"Perma-Fix Environmental Services, Inc.",4.35,51167083.8,n/a,n/a,Basic Industries,Environmental Services,https://www.nasdaq.com/symbol/pesi,
PPIH,"Perma-Pipe International Holdings, Inc.",9.45,73009206.9,n/a,n/a,Capital Goods,Pollution Control Equipment,https://www.nasdaq.com/symbol/ppih,
PTX,"Pernix Therapeutics Holdings, Inc.",2.55,30277583.1,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ptx,
PERY,Perry Ellis International Inc.,27.3,433169100,n/a,1993,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/pery,
PGLC,Pershing Gold Corporation,1.95,65430668.55,n/a,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/pglc,
PETQ,"PetIQ, Inc.",24.12,591749563.68,n/a,2017,Health Care,Other Pharmaceuticals,https://www.nasdaq.com/symbol/petq,
PETS,"PetMed Express, Inc.",45.77,942889690.85,n/a,n/a,Health Care,Medical/Nursing Services,https://www.nasdaq.com/symbol/pets,
PFSW,"PFSweb, Inc.",10.25,196260532.25,n/a,1999,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/pfsw,
PGTI,"PGT Innovations, Inc.",20.8,1039514195.2,n/a,2006,Capital Goods,Building Products,https://www.nasdaq.com/symbol/pgti,
PHII,"PHI, Inc.",10.62,167908104.72,n/a,n/a,Transportation,Transportation Services,https://www.nasdaq.com/symbol/phii,
PHIIK,"PHI, Inc.",10.71,169331054.76,n/a,n/a,Transportation,Transportation Services,https://www.nasdaq.com/symbol/phiik,
PAHC,Phibro Animal Health Corporation,47.35,1909402860.3,n/a,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/pahc,
PLAB,"Photronics, Inc.",8.5,594440666,n/a,1987,Technology,Semiconductors,https://www.nasdaq.com/symbol/plab,
PICO,PICO Holdings Inc.,10.85,244343660.05,n/a,n/a,Finance,Real Estate,https://www.nasdaq.com/symbol/pico,
PLLL,Piedmont Lithium Limited,14.7,6140689.8,417734,n/a,n/a,n/a,https://www.nasdaq.com/symbol/plll,
PIRS,"Pieris Pharmaceuticals, Inc.",5.19,280158063.21,n/a,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/pirs,
PPC,Pilgrim&#39,s Pride Corporation,19.65,4892469949.35,n/a,n/a,Consumer Non-Durables,Meat/Poultry/Fish,https://www.nasdaq.com/symbol/ppc
PME,Pingtan Marine Enterprise Ltd.,2.7,213448643.1,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/pme,
PNK,"Pinnacle Entertainment, Inc.",34.16,1998177858.88,n/a,n/a,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/pnk,
PNFP,"Pinnacle Financial Partners, Inc.",64.8,5045868432,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/pnfp,
PPSI,"Pioneer Power Solutions, Inc.",5.2,45375434,n/a,n/a,Consumer Durables,Electrical Products,https://www.nasdaq.com/symbol/ppsi,
PXLW,"Pixelworks, Inc.",3.94,140195050,n/a,2000,Technology,Semiconductors,https://www.nasdaq.com/symbol/pxlw,
EAGL,Platinum Eagle Acquisition Corp.,9.73,93400936.02,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/eagl,
EAGLU,Platinum Eagle Acquisition Corp.,10.1204,0,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/eaglu,
EAGLW,Platinum Eagle Acquisition Corp.,1.44,0,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/eaglw,
PLYA,Playa Hotels & Resorts N.V.,10.8,1407741076.8,n/a,n/a,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/plya,
PLXS,Plexus Corp.,61.66,2033405166.98,n/a,n/a,Technology,Electrical Products,https://www.nasdaq.com/symbol/plxs,
PLUG,"Plug Power, Inc.",2.04,437120124.84,n/a,1999,Energy,Industrial Machinery/Components,https://www.nasdaq.com/symbol/plug,
PLBC,Plumas Bancorp,27.75,141721359,n/a,n/a,Finance,Finance Companies,https://www.nasdaq.com/symbol/plbc,
PS,"Pluralsight, Inc.",26.26,3465678100.56,n/a,2018,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/ps,
PSTI,"Pluristem Therapeutics, Inc.",1.26,139694873.22,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/psti,
PLXP,PLx Pharma Inc.,4.15,36229541.5,n/a,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/plxp,
PBSK,"Poage Bankshares, Inc.",19.5284,68295560.2012,n/a,2011,Finance,Savings Institutions,https://www.nasdaq.com/symbol/pbsk,
PNTR,Pointer Telocation Ltd.,12.35,99664549.4,n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/pntr,
PCOM,"Points International, Ltd.",16.27,234743348.49,n/a,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/pcom,
POLA,"Polar Power, Inc.",6.38,64713348.04,n/a,2016,Miscellaneous,Industrial Machinery/Components,https://www.nasdaq.com/symbol/pola,
COOL,"PolarityTE, Inc.",38.73,825118250.1,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/cool,
POOL,Pool Corporation,154,6232533538,n/a,1995,Consumer Durables,Industrial Specialties,https://www.nasdaq.com/symbol/pool,
POPE,Pope Resources,73.145,318885794.655,n/a,n/a,Consumer Non-Durables,Environmental Services,https://www.nasdaq.com/symbol/pope,
BPOP,"Popular, Inc.",47.58,4866759268.02,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/bpop,
BPOPM,"Popular, Inc.",23.225,0,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/bpopm,
BPOPN,"Popular, Inc.",24.903,298836000,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/bpopn,
PTLA,"Portola Pharmaceuticals, Inc.",43.73,2878535602.43,n/a,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ptla,
PBPB,Potbelly Corporation,13.35,339707157.15,n/a,2013,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/pbpb,
PCH,PotlatchDeltic Corporation,48.35,3034205748.85,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/pch,
POWL,"Powell Industries, Inc.",34.7,397833348.6,n/a,n/a,Consumer Durables,Electrical Products,https://www.nasdaq.com/symbol/powl,
POWI,"Power Integrations, Inc.",78.15,2311763043.15,n/a,1997,Technology,Semiconductors,https://www.nasdaq.com/symbol/powi,
PRAA,"PRA Group, Inc.",39,1765732683,n/a,2002,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/praa,
PRAH,"PRA Health Sciences, Inc.",95.22,6101337763.62,n/a,2014,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/prah,
PRAN,Prana Biotechnology Ltd,1.96,12661907.72,6460157,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/pran,
PRPO,"Precipio, Inc.",0.4199,8258833.3828,n/a,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://www.nasdaq.com/symbol/prpo,
AIPT,Precision Therapeutics Inc.,1.1268,13300829.4564,n/a,n/a,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/aipt,
PFBC,Preferred Bank,63.73,976223723.87,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/pfbc,
PLPC,Preformed Line Products Company,92,464485736,n/a,n/a,Basic Industries,Water Supply,https://www.nasdaq.com/symbol/plpc,
PFBI,"Premier Financial Bancorp, Inc.",19.61,327349984.93,n/a,1996,Finance,Major Banks,https://www.nasdaq.com/symbol/pfbi,
PINC,"Premier, Inc.",35.95,1890814624.1,n/a,2013,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/pinc,
LENS,Presbia PLC,2.48,42561390.48,n/a,2015,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/lens,
PSDO,"Presidio, Inc.",14.25,1320254007,n/a,2017,Technology,Retail: Computer Software & Peripheral Equipment,https://www.nasdaq.com/symbol/psdo,
PRGX,"PRGX Global, Inc.",9.3,215380253.1,n/a,1996,Consumer Services,Diversified Commercial Services,https://www.nasdaq.com/symbol/prgx,
PSMT,"PriceSmart, Inc.",92.8,2822840883.2,n/a,n/a,Consumer Services,Department/Specialty Retail Stores,https://www.nasdaq.com/symbol/psmt,
PNRG,PrimeEnergy Corporation,70.3,147422896.2,n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/pnrg,
PRMW,Primo Water Corporation,18.14,566188001.92,n/a,2010,Consumer Non-Durables,Food Distributors,https://www.nasdaq.com/symbol/prmw,
PRIM,Primoris Services Corporation,28.12,1449039684.64,n/a,n/a,Basic Industries,Water Supply,https://www.nasdaq.com/symbol/prim,
PVAL,Principal Contrarian Value Index ETF,26.57,3985526.57,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/pval,
PFG,Principal Financial Group Inc,55.66,15940257561.8,n/a,2001,Finance,Accident &Health Insurance,https://www.nasdaq.com/symbol/pfg,
BTEC,Principal Healthcare Innovators Index ETF,36.553,62140136.553,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/btec,
PXUS,Principal International Multi-Factor Index ETF,101.6811,15252266.6811,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/pxus,
GENY,Principal Millennials Index ETF,38.295,21062288.295,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/geny,
PSET,Principal Price Setters Index ETF,34.15,22197534.15,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/pset,
PY,Principal Shareholder Yield Index ETF,33.27,14971533.27,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/py,
PMOM,Principal Sustainable Momentum Index ETF,29.18,5836029.18,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/pmom,
USMC,Principal U.S. Mega-Cap Multi-Factor Index ETF,26.3447,1699233176.3447,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/usmc,
PSC,Principal U.S. Small-Cap Multi-Factor Index ETF,34.4302,378732234.4302,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/psc,
PDEX,"Pro-Dex, Inc.",6.6,28732446.6,n/a,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/pdex,
IPDN,"Professional Diversity Network, Inc.",3.55,15424373.7,n/a,2013,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/ipdn,
PFIE,"Profire Energy, Inc.",4.65,221115809.55,n/a,n/a,Energy,Metal Fabrications,https://www.nasdaq.com/symbol/pfie,
PGNX,Progenics Pharmaceuticals Inc.,8.49,625871627.16,n/a,1997,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/pgnx,
PRGS,Progress Software Corporation,36.26,1648460713.62,n/a,1991,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/prgs,
PFPT,"Proofpoint, Inc.",119.67,6085175461.44,n/a,2012,Technology,EDP Services,https://www.nasdaq.com/symbol/pfpt,
PRPH,"ProPhase Labs, Inc.",2.99,33278377.08,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/prph,
PRQR,ProQR Therapeutics N.V.,7.15,228241334.75,n/a,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/prqr,
EQRR,ProShares Equities for Rising Rates ETF,49.6214,14886469.6214,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/eqrr,
BIB,ProShares Ultra Nasdaq Biotechnology,59.6,366540000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bib,
UBIO,Proshares UltraPro Nasdaq Biotechnology,35.45,40764486.75,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ubio,
TQQQ,ProShares UltraPro QQQ,61.08,3454074000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/tqqq,
ZBIO,ProShares UltraPro Short NASDAQ Biotechnology,17.11,3421435.37,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/zbio,
SQQQ,ProShares UltraPro Short QQQ,13.55,602098220.15,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/sqqq,
BIS,ProShares UltraShort Nasdaq Biotechnology,18.73,31560012.54,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bis,
PSEC,Prospect Capital Corporation,6.86,2492001769.04,n/a,2004,n/a,n/a,https://www.nasdaq.com/symbol/psec,
PTGX,"Protagonist Therapeutics, Inc.",6.85,145246660.2,n/a,2016,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ptgx,
PRTO,"Proteon Therapeutics, Inc.",2.75,48605504.75,n/a,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/prto,
PTI,"Proteostasis Therapeutics, Inc.",3.1,111851199.2,n/a,2016,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/pti,
PRTA,Prothena Corporation plc,15.67,624016005.12,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/prta,
PVBC,"Provident Bancorp, Inc.",27.7,266709339.2,n/a,2015,Finance,Savings Institutions,https://www.nasdaq.com/symbol/pvbc,
PROV,"Provident Financial Holdings, Inc.",18.53,138248698.12,n/a,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/prov,
PBIP,"Prudential Bancorp, Inc.",19.6,176253686,n/a,n/a,Finance,Banks,https://www.nasdaq.com/symbol/pbip,
PMD,Psychemedics Corporation,19.61,107699159.33,n/a,n/a,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/pmd,
PTC,PTC Inc.,96.83,11201749404.17,n/a,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/ptc,
PTCT,"PTC Therapeutics, Inc.",36.01,1672508648.72,n/a,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ptct,
PULM,"Pulmatrix, Inc.",0.5653,23701458.0313,n/a,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/pulm,
PLSE,"Pulse Biosciences, Inc",16.52,278802522.32,n/a,2016,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/plse,
PBYI,Puma Biotechnology Inc,52.9,2000234221.9,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/pbyi,
PACQ,Pure Acquisition Corp.,9.62,99567000,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/pacq,
PACQU,Pure Acquisition Corp.,10.2899,0,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/pacqu,
PACQW,Pure Acquisition Corp.,1.28,0,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/pacqw,
PCYO,Pure Cycle Corporation,10,237640980,n/a,n/a,Public Utilities,Water Supply,https://www.nasdaq.com/symbol/pcyo,
PRPL,"Purple Innovation, Inc.",8.49,456372928.77,n/a,2015,Consumer Durables,Home Furnishings,https://www.nasdaq.com/symbol/prpl,
PRPLW,"Purple Innovation, Inc.",0.6,0,n/a,2015,Consumer Durables,Home Furnishings,https://www.nasdaq.com/symbol/prplw,
PXS,Pyxis Tankers Inc.,1.15,24009576.95,n/a,n/a,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/pxs,
QADA,QAD Inc.,53.05,1031049243.2,n/a,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/qada,
QADB,QAD Inc.,41.05,797824155.2,n/a,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/qadb,
QCRH,"QCR Holdings, Inc.",48.45,676013160,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/qcrh,
QGEN,Qiagen N.V.,36.66,8333734500,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/qgen,
QIWI,QIWI plc,15.6,702369829.2,45023707,2013,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/qiwi,
QRVO,"Qorvo, Inc.",82.05,10378550694.15,n/a,n/a,Technology,Semiconductors,https://www.nasdaq.com/symbol/qrvo,
QCOM,QUALCOMM Incorporated,58.5,86747167552.5,n/a,1991,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/qcom,
QSII,"Quality Systems, Inc.",20.14,1285939140.98,n/a,1982,Technology,EDP Services,https://www.nasdaq.com/symbol/qsii,
QBAK,Qualstar Corporation,8.11,16610236.98,n/a,2000,Technology,Electronic Components,https://www.nasdaq.com/symbol/qbak,
QLYS,"Qualys, Inc.",88.8,3461325165.6,n/a,2012,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/qlys,
QTNA,"Quantenna Communications, Inc.",15.94,578544579.42,n/a,2016,Technology,Semiconductors,https://www.nasdaq.com/symbol/qtna,
QTRX,Quanterix Corporation,15.76,346091806.4,n/a,2017,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://www.nasdaq.com/symbol/qtrx,
QTRH,Quarterhill Inc.,1.13,134238876.58,n/a,n/a,Miscellaneous,Multi-Sector Companies,https://www.nasdaq.com/symbol/qtrh,
QRHC,Quest Resource Holding Corporation.,1.98,30320498.34,n/a,n/a,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/qrhc,
QUIK,QuickLogic Corporation,1.16,109641976.2,n/a,1999,Technology,Semiconductors,https://www.nasdaq.com/symbol/quik,
QDEL,Quidel Corporation,68.38,2561274170.78,n/a,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://www.nasdaq.com/symbol/qdel,
QNST,"QuinStreet, Inc.",13.73,647149847.46,n/a,2010,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/qnst,
QUMU,Qumu Corporation,2.15,20484763.55,n/a,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/qumu,
QTNT,Quotient Limited,8.8,402652606.4,n/a,2014,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://www.nasdaq.com/symbol/qtnt,
QRTEA,"Qurate Retail, Inc.",21.13,9922953539.8,n/a,n/a,Consumer Services,Catalog/Specialty Distribution,https://www.nasdaq.com/symbol/qrtea,
QRTEB,"Qurate Retail, Inc.",20.87,9800853780.2,n/a,n/a,Consumer Services,Catalog/Specialty Distribution,https://www.nasdaq.com/symbol/qrteb,
RRD,R.R. Donnelley & Sons Company,7.15,502645000,n/a,n/a,Miscellaneous,Publishing,https://www.nasdaq.com/symbol/rrd,
RCM,R1 RCM Inc.,8.52,934276898.76,n/a,n/a,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/rcm,
RARX,"Ra Pharmaceuticals, Inc.",9.42,304384173.9,n/a,2016,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/rarx,
RADA,RADA Electronic Industries Ltd.,2.84,93387475.76,n/a,n/a,Consumer Non-Durables,Electronic Components,https://www.nasdaq.com/symbol/rada,
RDCM,Radcom Ltd.,20,270665140,n/a,1997,Technology,Computer peripheral equipment,https://www.nasdaq.com/symbol/rdcm,
RSYS,RadiSys Corporation,0.711,28035340.749,n/a,1995,Technology,Computer peripheral equipment,https://www.nasdaq.com/symbol/rsys,
RDUS,"Radius Health, Inc.",30.54,1388302651.08,n/a,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/rdus,
RDNT,"RadNet, Inc.",14.3,689826523.1,n/a,n/a,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/rdnt,
RDWR,Radware Ltd.,25.05,1115875671.75,n/a,1999,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/rdwr,
METC,"Ramaco Resources, Inc.",8.47,339498495.49,n/a,2017,Energy,Coal Mining,https://www.nasdaq.com/symbol/metc,
RMBS,"Rambus, Inc.",13.21,1419879716.57,n/a,1997,Technology,Semiconductors,https://www.nasdaq.com/symbol/rmbs,
RAND,Rand Capital Corporation,2.64,16690048.32,n/a,n/a,Consumer Non-Durables,Textiles,https://www.nasdaq.com/symbol/rand,
GOLD,Randgold Resources Limited,75.83,2928897048.28,38624516,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/gold,
